,employment_level_in_thousands,Date,unemployment_level_in_thousands,us_spend_in_millions,mining_income_in_millions,hha_net_worth_in_millions,hha_net_worth/dpi,hha_total_assets_in_millions,hha_total_assets/dpi,downturn
497,118719,1989-06-01,6850,885882.3333333334,52665.0,21391986.333333332,527.5333333333333,24743117.666666668,610.18,0
498,119502,1989-07-01,6736,889537.0,53368.0,21572596.0,529.81,24951830.0,612.81,0
499,119092,1989-08-01,6352,894642.3333333334,53563.0,21705638.0,530.15,25112688.666666668,613.3666666666667,0
500,117498,1989-09-01,6330,899747.6666666666,53758.0,21838680.0,530.49,25273547.333333332,613.9233333333333,0
501,118194,1989-10-01,6222,904853.0,53953.0,21971722.0,530.83,25434406.0,614.48,0
502,118168,1989-11-01,6495,911771.3333333334,54972.0,21986129.333333332,527.25,25471542.666666668,610.8233333333334,0
503,117698,1989-12-01,6300,918689.6666666666,55991.0,22000536.666666668,523.6700000000001,25508679.333333332,607.1666666666666,0
504,116944,1990-01-01,7413,925608.0,57010.0,22014944.0,520.09,25545816.0,603.51,0
505,117192,1990-02-01,7296,931207.0,57910.333333333336,22112857.333333332,519.5466666666667,25668095.666666668,603.0766666666667,0
506,117986,1990-03-01,6852,936806.0,58810.666666666664,22210770.666666668,519.0033333333333,25790375.333333332,602.6433333333333,0
507,118218,1990-04-01,6620,942405.0,59711.0,22308684.0,518.46,25912655.0,602.21,0
508,119148,1990-05-01,6533,945273.3333333334,59695.333333333336,22266216.666666668,515.2933333333333,25891407.333333332,599.1766666666667,0
509,120523,1990-06-01,6884,948141.6666666666,59679.666666666664,22223749.333333332,512.1266666666667,25870159.666666668,596.1433333333333,0
510,120882,1990-07-01,7137,951010.0,59664.0,22181282.0,508.96,25848912.0,593.11,1
511,120096,1990-08-01,7008,958580.3333333334,59202.0,22331983.0,511.5333333333333,26021835.333333332,596.05,1
512,118782,1990-09-01,7003,966150.6666666666,58740.0,22482684.0,514.1066666666666,26194758.666666668,598.99,1
513,119175,1990-10-01,6892,973721.0,58278.0,22633385.0,516.68,26367682.0,601.93,1
514,118463,1990-11-01,7396,980170.6666666666,57911.333333333336,22802045.666666668,519.0766666666666,26544957.0,604.2866666666666,1
515,118110,1990-12-01,7525,986620.3333333334,57544.666666666664,22970706.333333332,521.4733333333334,26722232.0,606.6433333333333,1
516,115837,1991-01-01,8787,993070.0,57178.0,23139367.0,523.87,26899507.0,609.0,1
517,115941,1991-02-01,9121,995569.0,57034.333333333336,23168556.333333332,522.2833333333333,26950477.666666668,607.5333333333333,1
518,116440,1991-03-01,8995,998068.0,56890.666666666664,23197745.666666668,520.6966666666667,27001448.333333332,606.0666666666667,1
519,117472,1991-04-01,8226,1000567.0,56747.0,23226935.0,519.11,27052419.0,604.6,0
520,117428,1991-05-01,8435,1003786.6666666666,56094.333333333336,23337893.0,519.74,27177427.0,605.24,0
521,119151,1991-06-01,8992,1007006.3333333334,55441.666666666664,23448851.0,520.37,27302435.0,605.88,0
522,119666,1991-07-01,8792,1010226.0,54789.0,23559809.0,521.0,27427443.0,606.52,0
523,118758,1991-08-01,8439,1012005.6666666666,53984.333333333336,23749841.333333332,522.5466666666666,27645410.0,608.2533333333333,0
524,118156,1991-09-01,8270,1013785.3333333334,53179.666666666664,23939873.666666668,524.0933333333334,27863377.0,609.9866666666667,0
525,118404,1991-10-01,8232,1015565.0,52375.0,24129906.0,525.64,28081344.0,611.72,0
526,117972,1991-11-01,8494,1019347.0,52971.0,24135809.333333332,521.38,28094013.666666668,606.8866666666667,0
527,117395,1991-12-01,8755,1023129.0,53567.0,24141712.666666668,517.12,28106683.333333332,602.0533333333334,0
528,115928,1992-01-01,10186,1026911.0,54163.0,24147616.0,512.86,28119353.0,597.22,0
529,116024,1992-02-01,10401,1030501.6666666666,54235.0,24187546.333333332,510.99,28173982.0,595.21,0
530,116929,1992-03-01,9913,1034092.3333333334,54307.0,24227476.666666668,509.12,28228611.0,593.2,0
531,117776,1992-04-01,9135,1037683.0,54379.0,24267407.0,507.25,28283240.0,591.19,0
532,118388,1992-05-01,9389,1045076.0,54306.0,24395790.0,508.11,28434232.0,592.22,0
533,119831,1992-06-01,10366,1052469.0,54233.0,24524173.0,508.96999999999997,28585224.0,593.25,0
534,120744,1992-07-01,10099,1059862.0,54160.0,24652556.0,509.83,28736216.0,594.28,0
535,120070,1992-08-01,9605,1062933.3333333333,54780.333333333336,24853371.666666668,512.0133333333333,28961430.333333332,596.6433333333333,0
536,118880,1992-09-01,9316,1066004.6666666667,55400.666666666664,25054187.333333332,514.1966666666667,29186644.666666668,599.0066666666667,0
537,119185,1992-10-01,8813,1069076.0,56021.0,25255003.0,516.38,29411859.0,601.37,0
538,119159,1992-11-01,9086,1067161.0,55469.666666666664,25368081.666666668,517.0,29527668.0,601.77,0
539,118990,1992-12-01,9045,1065246.0,54918.333333333336,25481160.333333332,517.62,29643477.0,602.1700000000001,0
540,117027,1993-01-01,10158,1063331.0,54367.0,25594239.0,518.24,29759286.0,602.57,0
541,117646,1993-02-01,10004,1064178.3333333333,54209.0,25689985.0,518.4733333333334,29877845.666666668,602.9866666666667,0
542,118350,1993-03-01,9478,1065025.6666666667,54051.0,25785731.0,518.7066666666667,29996405.333333332,603.4033333333334,0
543,118781,1993-04-01,8835,1065873.0,53893.0,25881477.0,518.94,30114965.0,603.82,0
544,120142,1993-05-01,8807,1069494.6666666667,54124.666666666664,26027431.333333332,520.96,30289934.333333332,606.2733333333333,0
545,121587,1993-06-01,9473,1073116.3333333333,54356.333333333336,26173385.666666668,522.98,30464903.666666668,608.7266666666667,0
546,122352,1993-07-01,9223,1076738.0,54588.0,26319340.0,525.0,30639873.0,611.18,0
547,122018,1993-08-01,8655,1079897.6666666667,55143.666666666664,26471537.666666668,525.7933333333333,30823483.666666668,612.23,0
548,120673,1993-09-01,8302,1083057.3333333333,55699.333333333336,26623735.333333332,526.5866666666667,31007094.333333332,613.28,0
549,121389,1993-10-01,8296,1086217.0,56255.0,26775933.0,527.38,31190705.0,614.33,0
550,121568,1993-11-01,8094,1087364.0,56580.0,26831423.0,526.7033333333334,31257103.0,613.5766666666667,0
551,121578,1993-12-01,7959,1088511.0,56905.0,26886913.0,526.0266666666666,31323501.0,612.8233333333334,0
552,119901,1994-01-01,9492,1089658.0,57230.0,26942403.0,525.35,31389899.0,612.07,0
553,120503,1994-02-01,9262,1092805.0,57343.0,27012838.333333332,524.01,31488949.0,610.8366666666667,0
554,120844,1994-03-01,8874,1095952.0,57456.0,27083273.666666668,522.6700000000001,31587999.0,609.6033333333334,0
555,121604,1994-04-01,8078,1099099.0,57569.0,27153709.0,521.33,31687049.0,608.37,0
556,122946,1994-05-01,7656,1106522.0,57974.0,27287342.0,521.6133333333333,31850528.0,608.8433333333334,0
557,123864,1994-06-01,8251,1113945.0,58379.0,27420975.0,521.8966666666666,32014007.0,609.3166666666666,0
558,124503,1994-07-01,8281,1121368.0,58784.0,27554608.0,522.18,32177486.0,609.79,0
559,124493,1994-08-01,7868,1121671.6666666667,58407.0,27628159.666666668,520.29,32291309.333333332,608.1,0
560,123775,1994-09-01,7379,1121975.3333333333,58030.0,27701711.333333332,518.4,32405132.666666668,606.41,0
561,124724,1994-10-01,7155,1122279.0,57653.0,27775263.0,516.51,32518956.0,604.72,0
562,124896,1994-11-01,6973,1125062.0,56622.333333333336,27962884.333333332,517.6766666666666,32716884.666666668,605.69,0
563,124729,1994-12-01,6690,1127845.0,55591.666666666664,28150505.666666668,518.8433333333334,32914813.333333332,606.66,0
564,122597,1995-01-01,8101,1130628.0,54561.0,28338127.0,520.01,33112742.0,607.63,0
565,123343,1995-02-01,7685,1134584.3333333333,55420.0,28536176.666666668,522.1366666666667,33341756.666666668,610.07,0
566,123943,1995-03-01,7480,1138540.6666666667,56279.0,28734226.333333332,524.2633333333333,33570771.333333336,612.51,0
567,124278,1995-04-01,7378,1142497.0,57138.0,28932276.0,526.39,33799786.0,614.95,0
568,124554,1995-05-01,7185,1144512.0,57799.333333333336,29086969.333333332,526.8833333333333,33992616.333333336,615.7433333333333,0
569,125720,1995-06-01,7727,1146527.0,58460.666666666664,29241662.666666668,527.3766666666667,34185446.666666664,616.5366666666667,0
570,126548,1995-07-01,7892,1148542.0,59122.0,29396356.0,527.87,34378277.0,617.33,0
571,125926,1995-08-01,7457,1147463.0,59262.0,29635671.666666668,530.3666666666667,34649451.0,620.0933333333334,0
572,125173,1995-09-01,7167,1146384.0,59402.0,29874987.333333332,532.8633333333333,34920625.0,622.8566666666667,0
573,125979,1995-10-01,6884,1145305.0,59542.0,30114303.0,535.36,35191799.0,625.62,0
574,125599,1995-11-01,7024,1148363.0,61263.333333333336,29956526.666666668,529.9733333333334,35057847.666666664,620.21,0
575,125136,1995-12-01,6872,1151421.0,62984.666666666664,29798750.333333332,524.5866666666667,34923896.333333336,614.8,0
576,123126,1996-01-01,8270,1154479.0,64706.0,29640974.0,519.2,34789945.0,609.39,0
577,124137,1996-02-01,7858,1159622.3333333333,65484.666666666664,29822125.666666668,519.6333333333333,35004748.333333336,609.9399999999999,0
578,124992,1996-03-01,7700,1164765.6666666667,66263.33333333333,30003277.333333332,520.0666666666667,35219551.666666664,610.49,0
579,125388,1996-04-01,7124,1169909.0,67042.0,30184429.0,520.5,35434355.0,611.04,0
580,126391,1996-05-01,7166,1171843.6666666667,68358.0,30303200.0,520.45,35586122.0,611.1866666666666,0
581,127706,1996-06-01,7377,1173778.3333333333,69674.0,30421971.0,520.4,35737889.0,611.3333333333334,0
582,128579,1996-07-01,7693,1175713.0,70990.0,30540742.0,520.35,35889656.0,611.48,0
583,128143,1996-08-01,6868,1180960.0,71783.66666666667,31106242.666666668,527.83,36488961.333333336,619.1733333333333,0
584,127529,1996-09-01,6700,1186207.0,72577.33333333333,31671743.333333332,535.31,37088266.666666664,626.8666666666667,0
585,128439,1996-10-01,6577,1191454.0,73371.0,32237244.0,542.79,37687572.0,634.56,0
586,128157,1996-11-01,6816,1193192.6666666667,74976.0,32333948.333333332,541.9666666666667,37798437.0,633.56,0
587,127903,1996-12-01,6680,1194931.3333333333,76581.0,32430652.666666668,541.1433333333333,37909302.0,632.56,0
588,126384,1997-01-01,7933,1196670.0,78186.0,32527357.0,540.32,38020167.0,631.56,0
589,126887,1997-02-01,7647,1203969.6666666667,78502.66666666667,32988888.666666668,545.9166666666667,38513994.0,637.3533333333334,0
590,128125,1997-03-01,7399,1211269.3333333333,78819.33333333333,33450420.333333332,551.5133333333333,39007821.0,643.1466666666666,0
591,128629,1997-04-01,6551,1218569.0,79136.0,33911952.0,557.11,39501648.0,648.94,0
592,129565,1997-05-01,6398,1220299.6666666667,79270.33333333333,34263100.333333336,560.1433333333333,39893295.0,652.1933333333334,0
593,130463,1997-06-01,7094,1222030.3333333333,79404.66666666667,34614248.666666664,563.1766666666667,40284942.0,655.4466666666667,0
594,131350,1997-07-01,6981,1223761.0,79539.0,34965397.0,566.21,40676589.0,658.7,0
595,130865,1997-08-01,6594,1230211.6666666667,78694.33333333333,35174433.0,566.2066666666667,40917929.333333336,658.6666666666667,0
596,129972,1997-09-01,6403,1236662.3333333333,77849.66666666667,35383469.0,566.2033333333334,41159269.666666664,658.6333333333333,0
597,130671,1997-10-01,5995,1243113.0,77005.0,35592505.0,566.2,41400610.0,658.6,0
598,130999,1997-11-01,5914,1241005.6666666667,74731.33333333333,36135634.333333336,570.7166666666667,41962717.333333336,662.7666666666667,0
599,130785,1997-12-01,5957,1238898.3333333333,72457.66666666667,36678763.666666664,575.2333333333333,42524824.666666664,666.9333333333334,0
600,128882,1998-01-01,7069,1236791.0,70184.0,37221893.0,579.75,43086932.0,671.1,0
601,129482,1998-02-01,6804,1245402.0,69217.0,37458292.333333336,580.36,43370131.0,671.9533333333334,0
602,130150,1998-03-01,6816,1254013.0,68250.0,37694691.666666664,580.97,43653330.0,672.8066666666666,0
603,130735,1998-04-01,5643,1262624.0,67283.0,37931091.0,581.58,43936529.0,673.66,0
604,131476,1998-05-01,5764,1266110.3333333333,66263.33333333333,37714237.666666664,575.8000000000001,43758620.0,668.0733333333333,0
605,132265,1998-06-01,6534,1269596.6666666667,65243.666666666664,37497384.333333336,570.02,43580711.0,662.4866666666667,0
606,132769,1998-07-01,6567,1273083.0,64224.0,37280531.0,564.24,43402802.0,656.9,0
607,132206,1998-08-01,6173,1281366.0,64491.333333333336,37961366.666666664,572.5533333333333,44132741.666666664,665.64,0
608,131864,1998-09-01,6039,1289649.0,64758.666666666664,38642202.333333336,580.8666666666667,44862681.333333336,674.38,0
609,132424,1998-10-01,5831,1297932.0,65026.0,39323038.0,589.18,45592621.0,683.12,0
610,132577,1998-11-01,5711,1302644.6666666667,63489.0,39423043.333333336,588.2033333333333,45722181.0,682.19,0
611,132732,1998-12-01,5565,1307357.3333333333,61952.0,39523048.666666664,587.2266666666667,45851741.0,681.26,0
612,131339,1999-01-01,6604,1312070.0,60415.0,39623054.0,586.25,45981301.0,680.33,0
613,131639,1999-02-01,6563,1318795.0,61062.666666666664,39998460.666666664,590.5366666666666,46408831.333333336,685.1833333333334,0
614,132299,1999-03-01,6119,1325520.0,61710.333333333336,40373867.333333336,594.8233333333334,46836361.666666664,690.0366666666666,0
615,132552,1999-04-01,5688,1332245.0,62358.0,40749274.0,599.11,47263892.0,694.89,0
616,133411,1999-05-01,5507,1342811.0,62942.666666666664,40751774.0,596.66,47320306.0,692.8266666666667,0
617,134395,1999-06-01,6271,1353377.0,63527.333333333336,40754274.0,594.21,47376720.0,690.7633333333333,0
618,134800,1999-07-01,6319,1363943.0,64112.0,40756774.0,591.76,47433134.0,688.7,0
619,134264,1999-08-01,5826,1375112.3333333333,65164.666666666664,41606233.333333336,600.1633333333333,48340160.0,697.3166666666667,0
620,133555,1999-09-01,5661,1386281.6666666667,66217.33333333333,42455692.666666664,608.5666666666667,49247186.0,705.9333333333333,0
621,134390,1999-10-01,5372,1397451.0,67270.0,43305152.0,616.97,50154212.0,714.55,0
622,134515,1999-11-01,5380,1398547.3333333333,70174.66666666667,43672647.666666664,616.9166666666666,50557376.0,714.1733333333333,0
623,134696,1999-12-01,5245,1399643.6666666667,73079.33333333333,44040143.333333336,616.8633333333333,50960540.0,713.7966666666666,0
624,134912,2000-01-01,6316,1400740.0,75984.0,44407639.0,616.81,51363704.0,713.42,0
625,135490,2000-02-01,6284,1412729.0,77763.33333333333,44430889.333333336,613.7566666666667,51435850.333333336,710.51,0
626,136054,2000-03-01,6069,1424718.0,79542.66666666667,44454139.666666664,610.7033333333333,51507996.666666664,707.6,0
627,136927,2000-04-01,5212,1436707.0,81322.0,44477390.0,607.65,51580143.0,704.69,0
628,136685,2000-05-01,5460,1439762.6666666667,83217.66666666667,44698997.333333336,606.6999999999999,51863531.666666664,703.94,0
629,137915,2000-06-01,5959,1442818.3333333333,85113.33333333333,44920604.666666664,605.75,52146920.333333336,703.19,0
630,137769,2000-07-01,6028,1445874.0,87009.0,45142212.0,604.8,52430309.0,702.44,0
631,137308,2000-08-01,5863,1452926.3333333333,88159.66666666667,44964890.0,599.98,52298990.0,697.8333333333334,0
632,136790,2000-09-01,5359,1459978.6666666667,89310.33333333333,44787568.0,595.16,52167671.0,693.2266666666667,0
633,137532,2000-10-01,5153,1467031.0,90461.0,44610246.0,590.34,52036352.0,688.62,0
634,137461,2000-11-01,5336,1479812.6666666667,97217.66666666667,44550840.666666664,586.57,51995199.666666664,684.5866666666667,0
635,137846,2000-12-01,5264,1492594.3333333333,103974.33333333333,44491435.333333336,582.8,51954047.333333336,680.5533333333333,0
636,136181,2001-01-01,6647,1505376.0,110731.0,44432030.0,579.03,51912895.0,676.52,0
637,136577,2001-02-01,6523,1513188.3333333333,110540.0,44855973.0,583.7833333333333,52404342.666666664,682.0233333333333,0
638,137155,2001-03-01,6509,1521000.6666666667,110349.0,45279916.0,588.5366666666666,52895790.333333336,687.5266666666666,1
639,137022,2001-04-01,6004,1528813.0,110158.0,45703859.0,593.29,53387238.0,693.03,1
640,137121,2001-05-01,5901,1535851.0,107638.33333333333,45357438.666666664,584.38,53125638.666666664,684.4366666666666,1
641,137737,2001-06-01,6816,1542889.0,105118.66666666667,45011018.333333336,575.4699999999999,52864039.333333336,675.8433333333334,1
642,138239,2001-07-01,6858,1549927.0,102599.0,44664598.0,566.56,52602440.0,667.25,1
643,136809,2001-08-01,7017,1556113.6666666667,97028.0,45172463.333333336,576.2133333333333,53153495.0,678.0133333333333,1
644,136835,2001-09-01,6766,1562300.3333333333,91457.0,45680328.666666664,585.8666666666667,53704550.0,688.7766666666666,1
645,136885,2001-10-01,7175,1568487.0,85886.0,46188194.0,595.52,54255605.0,699.54,1
646,136370,2001-11-01,7617,1580755.3333333333,84065.33333333333,46411933.333333336,593.3033333333333,54524333.666666664,697.0066666666667,1
647,136269,2001-12-01,7773,1593023.6666666667,82244.66666666667,46635672.666666664,591.0866666666667,54793062.333333336,694.4733333333334,0
648,134177,2002-01-01,9051,1605292.0,80424.0,46859412.0,588.87,55061791.0,691.94,0
649,135443,2002-02-01,8823,1615538.6666666667,81451.66666666667,46658790.666666664,583.39,54924536.0,686.72,0
650,135558,2002-03-01,8776,1625785.3333333333,82479.33333333333,46458169.333333336,577.91,54787281.0,681.5,0
651,135903,2002-04-01,8255,1636032.0,83507.0,46257548.0,572.43,54650026.0,676.28,0
652,136559,2002-05-01,7969,1642084.3333333333,84793.66666666667,45898937.0,566.81,54365828.0,671.3566666666667,0
653,137181,2002-06-01,8758,1648136.6666666667,86080.33333333333,45540326.0,561.19,54081630.0,666.4333333333333,0
654,137495,2002-07-01,8693,1654189.0,87367.0,45181715.0,555.57,53797432.0,661.51,0
655,137295,2002-08-01,8271,1665380.0,89921.66666666667,45490784.0,557.3466666666667,54189316.0,663.92,0
656,137377,2002-09-01,7790,1676571.0,92476.33333333333,45799853.0,559.1233333333333,54581200.0,666.33,0
657,137551,2002-10-01,7769,1687762.0,95031.0,46108922.0,560.9,54973084.0,668.74,0
658,136684,2002-11-01,8170,1696807.6666666667,98927.0,46186575.0,560.3733333333333,55113967.666666664,668.6933333333334,0
659,136599,2002-12-01,8209,1705853.3333333333,102823.0,46264228.0,559.8466666666667,55254851.333333336,668.6466666666666,0
660,135907,2003-01-01,9395,1714899.0,106719.0,46341881.0,559.32,55395735.0,668.6,0
661,136433,2003-02-01,9260,1723433.3333333333,107058.0,46988737.0,564.7533333333333,56171923.666666664,675.13,0
662,136783,2003-03-01,9018,1731967.6666666667,107397.0,47635593.0,570.1866666666667,56948112.333333336,681.6600000000001,0
663,137424,2003-04-01,8501,1740502.0,107736.0,48282449.0,575.62,57724301.0,688.19,0
664,137567,2003-05-01,8500,1744121.6666666667,108738.0,48582333.666666664,574.6633333333333,58109851.666666664,687.36,0
665,138468,2003-06-01,9649,1747741.3333333333,109740.0,48882218.333333336,573.7066666666667,58495402.333333336,686.5300000000001,0
666,138503,2003-07-01,9319,1751361.0,110742.0,49182103.0,572.75,58880953.0,685.7,0
667,138137,2003-08-01,8830,1760490.6666666667,110931.66666666667,49820192.0,578.6766666666666,59605361.333333336,692.34,0
668,137731,2003-09-01,8436,1769620.3333333333,111121.33333333333,50458281.0,584.6033333333334,60329769.666666664,698.98,0
669,138619,2003-10-01,8169,1778750.0,111311.0,51096370.0,590.53,61054178.0,705.62,0
670,138700,2003-11-01,8269,1789924.3333333333,114970.0,51931597.666666664,597.68,61954513.666666664,713.0466666666666,0
671,138556,2003-12-01,7945,1801098.6666666667,118629.0,52766825.333333336,604.83,62854849.333333336,720.4733333333334,0
672,136924,2004-01-01,9144,1812273.0,122288.0,53602053.0,611.98,63755185.0,727.9,0
673,137384,2004-02-01,8770,1820652.3333333333,123932.33333333333,53889823.0,611.7933333333333,64148592.333333336,728.2533333333333,0
674,137691,2004-03-01,8834,1829031.6666666667,125576.66666666667,54177593.0,611.6066666666667,64541999.666666664,728.6066666666667,0
675,138423,2004-04-01,7837,1837411.0,127221.0,54465363.0,611.42,64935407.0,728.96,0
676,138867,2004-05-01,7792,1847033.0,127690.33333333333,54903436.0,613.9866666666667,65467110.666666664,732.1233333333333,0
677,139861,2004-06-01,8616,1856655.0,128159.66666666667,55341509.0,616.5533333333333,65998814.333333336,735.2866666666667,0
678,140700,2004-07-01,8518,1866277.0,128629.0,55779582.0,619.12,66530518.0,738.45,0
679,140226,2004-08-01,7940,1874757.6666666667,132964.33333333334,56505864.0,622.9166666666666,67375764.66666667,742.75,0
680,139641,2004-09-01,7545,1883238.3333333333,137299.66666666666,57232146.0,626.7133333333334,68221011.33333333,747.0500000000001,0
681,140447,2004-10-01,7531,1891719.0,141635.0,57958428.0,630.51,69066258.0,751.35,0
682,140581,2004-11-01,7665,1902671.6666666667,146394.0,58256034.0,635.4333333333333,69433720.0,757.3566666666667,0
683,140278,2004-12-01,7599,1913624.3333333333,151153.0,58553640.0,640.3566666666667,69801182.0,763.3633333333333,0
684,138682,2005-01-01,8444,1924577.0,155912.0,58851246.0,645.28,70168644.0,769.37,0
685,139100,2005-02-01,8549,1930389.6666666667,158986.66666666666,59372799.666666664,647.6233333333333,70801951.66666667,772.29,0
686,139759,2005-03-01,7986,1936202.3333333333,162061.33333333334,59894353.333333336,649.9666666666666,71435259.33333333,775.21,0
687,140939,2005-04-01,7335,1942015.0,165136.0,60415907.0,652.31,72068567.0,778.13,0
688,141591,2005-05-01,7287,1953712.3333333333,169144.33333333334,60992237.666666664,655.3299999999999,72765369.0,781.83,0
689,142456,2005-06-01,7870,1965409.6666666667,173152.66666666666,61568568.333333336,658.35,73462171.0,785.53,0
690,143283,2005-07-01,7839,1977107.0,177161.0,62144899.0,661.37,74158973.0,789.23,0
691,143142,2005-08-01,7327,1986208.0,187057.0,62614270.666666664,662.5966666666667,74728244.0,790.79,0
692,142579,2005-09-01,7259,1995309.0,196953.0,63083642.333333336,663.8233333333333,75297515.0,792.35,0
693,143340,2005-10-01,6964,2004410.0,206849.0,63553014.0,665.05,75866786.0,793.91,0
694,142968,2005-11-01,7271,2016407.0,209289.33333333334,64201873.666666664,666.5233333333333,76635706.0,795.61,0
695,142918,2005-12-01,6956,2028404.0,211729.66666666666,64850733.333333336,667.9966666666667,77404626.0,797.31,0
696,141481,2006-01-01,7608,2040401.0,214170.0,65499593.0,669.47,78173546.0,799.01,0
697,141994,2006-02-01,7692,2046518.3333333333,211720.66666666666,65592728.333333336,667.6466666666666,78386210.0,797.8566666666667,0
698,142772,2006-03-01,7255,2052635.6666666667,209271.33333333334,65685863.666666664,665.8233333333334,78598874.0,796.7033333333333,0
699,143405,2006-04-01,6804,2058753.0,206822.0,65778999.0,664.0,78811538.0,795.55,0
700,144041,2006-05-01,6655,2065903.0,208368.0,66172176.0,666.0333333333333,79314067.0,798.3033333333333,0
701,145216,2006-06-01,7341,2073053.0,209914.0,66565353.0,668.0666666666667,79816596.0,801.0566666666666,0
702,145606,2006-07-01,7602,2080203.0,211460.0,66958530.0,670.1,80319125.0,803.81,0
703,145379,2006-08-01,7086,2090954.0,210230.33333333334,67431567.0,672.46,80881135.33333333,806.5866666666666,0
704,145010,2006-09-01,6625,2101705.0,209000.66666666666,67904604.0,674.8199999999999,81443145.66666667,809.3633333333333,0
705,146125,2006-10-01,6272,2112456.0,207771.0,68377641.0,677.18,82005156.0,812.14,0
706,146014,2006-11-01,6576,2123039.6666666665,201720.66666666666,68713073.33333333,676.7033333333333,82402847.33333333,811.5233333333333,0
707,146081,2006-12-01,6491,2133623.3333333335,195670.33333333334,69048505.66666667,676.2266666666667,82800538.66666667,810.9066666666666,0
708,144275,2007-01-01,7649,2144207.0,189620.0,69383938.0,675.75,83198230.0,810.29,0
709,144479,2007-02-01,7400,2156242.6666666665,195450.0,69614278.0,674.9666666666667,83527186.0,809.86,0
710,145323,2007-03-01,6913,2168278.3333333335,201280.0,69844618.0,674.1833333333333,83856142.0,809.43,0
711,145297,2007-04-01,6532,2180314.0,207110.0,70074958.0,673.4,84185098.0,809.0,0
712,145864,2007-05-01,6486,2191124.0,206649.33333333334,70365621.66666667,674.5366666666666,84556261.66666667,810.5733333333334,0
713,146958,2007-06-01,7295,2201934.0,206188.66666666666,70656285.33333333,675.6733333333333,84927425.33333333,812.1466666666666,0
714,147315,2007-07-01,7556,2212744.0,205728.0,70946949.0,676.81,85298589.0,813.72,0
715,146406,2007-08-01,7088,2227450.3333333335,207861.66666666666,70669956.66666667,671.6533333333333,85087203.66666667,808.6666666666666,0
716,146448,2007-09-01,6952,2242156.6666666665,209995.33333333334,70392964.33333333,666.4966666666667,84875818.33333333,803.6133333333333,0
717,146743,2007-10-01,6773,2256863.0,212129.0,70115972.0,661.34,84664433.0,798.56,0
718,147118,2007-11-01,6917,2270573.6666666665,216551.33333333334,69401665.66666667,651.9766666666667,83990357.0,789.01,0
719,146334,2007-12-01,7371,2284284.3333333335,220973.66666666666,68687359.33333333,642.6133333333333,83316281.0,779.4599999999999,1
720,144607,2008-01-01,8221,2297995.0,225396.0,67973053.0,633.25,82642205.0,769.91,1
721,144550,2008-02-01,7953,2313348.3333333335,235173.66666666666,67594477.66666667,623.5733333333334,82249158.66666667,758.75,1
722,145108,2008-03-01,8027,2328701.6666666665,244951.33333333334,67215902.33333333,613.8966666666666,81856112.33333333,747.5899999999999,1
723,145921,2008-04-01,7287,2344055.0,254729.0,66837327.0,604.22,81463066.0,736.43,1
724,145927,2008-05-01,8076,2359800.6666666665,266737.6666666667,66023715.0,598.5866666666667,80688166.66666667,731.5433333333333,1
725,146649,2008-06-01,8933,2375546.3333333335,278746.3333333333,65210103.0,592.9533333333334,79913267.33333333,726.6566666666666,1
726,146867,2008-07-01,9433,2391292.0,290755.0,64396491.0,587.32,79138368.0,721.77,1
727,145909,2008-08-01,9479,2387667.6666666665,283210.3333333333,63355356.333333336,578.7133333333334,78011985.0,712.5966666666667,1
728,145310,2008-09-01,9199,2384043.3333333335,275665.6666666667,62314221.666666664,570.1066666666667,76885602.0,703.4233333333333,1
729,145543,2008-10-01,9469,2380419.0,268121.0,61273087.0,561.5,75759219.0,694.25,1
730,144609,2008-11-01,10015,2380945.6666666665,245418.33333333334,60638127.333333336,557.0533333333333,75092694.66666667,689.8466666666667,1
731,143350,2008-12-01,10999,2381472.3333333335,222715.66666666666,60003167.666666664,552.6066666666667,74426170.33333333,685.4433333333333,1
732,140436,2009-01-01,13009,2381999.0,200013.0,59368208.0,548.16,73759646.0,681.04,1
733,140105,2009-02-01,13699,2395973.3333333335,178716.33333333334,59492955.333333336,547.3666666666667,73877416.33333333,679.7133333333333,1
734,139833,2009-03-01,13895,2409947.6666666665,157419.66666666666,59617702.666666664,546.5733333333333,73995186.66666667,678.3866666666667,1
735,140586,2009-04-01,13248,2423922.0,136123.0,59742450.0,545.78,74112957.0,677.06,1
736,140363,2009-05-01,13973,2431652.3333333335,129866.0,60347154.333333336,552.3033333333333,74716490.33333333,683.8066666666666,1
737,140826,2009-06-01,15095,2439382.6666666665,123609.0,60951858.666666664,558.8266666666667,75320023.66666667,690.5533333333333,1
738,141055,2009-07-01,15201,2447113.0,117352.0,61556563.0,565.35,75923557.0,697.3,0
739,140074,2009-08-01,14823,2458302.6666666665,127017.66666666667,61590074.666666664,563.94,75954670.66666667,695.4666666666666,0
740,139079,2009-09-01,14538,2469492.3333333335,136683.33333333334,61623586.333333336,562.53,75985784.33333333,693.6333333333333,0
741,139088,2009-10-01,14547,2480682.0,146349.0,61657098.0,561.12,76016898.0,691.8,0
742,139132,2009-11-01,14407,2487335.0,161089.33333333334,62075129.333333336,563.0533333333333,76399648.33333333,692.99,0
743,137953,2009-12-01,14740,2493988.0,175829.66666666666,62493160.666666664,564.9866666666667,76782398.66666667,694.18,0
